outliers,auc,trials,sigma
375,0.15853036937383153,3,0.001
375,0.16651044774581467,4,0.001
375,0.16249454183184356,5,0.001
375,0.1622218932095778,6,0.001
375,0.1670830517114814,7,0.001
375,0.1696160046893394,8,0.001
375,0.16048939533831996,9,0.001
400,0.16000493959347298,0,0.001
400,0.15511840756618003,1,0.001
400,0.15615439130145725,2,0.001
400,0.16322731570485302,3,0.001
400,0.16125269539015338,4,0.001
400,0.15473881972766776,5,0.001
400,0.16165488581269102,6,0.001
400,0.15760726660504723,7,0.001
400,0.16171999152738287,8,0.001
400,0.16092169132464348,9,0.001
425,0.15326505496991197,0,0.001
425,0.15573443553906552,1,0.001
425,0.1601282372155762,2,0.001
425,0.15768357506441685,3,0.001
425,0.16362980491017748,4,0.001
425,0.15763940627719056,5,0.001
425,0.1565159274084992,6,0.001
425,0.16144191212020217,7,0.001
425,0.15656015584891428,8,0.001
425,0.15841352190372127,9,0.001
450,0.15591075796740128,0,0.001
450,0.15375581237898697,1,0.001
450,0.15482303660371152,2,0.001
450,0.15636504445319915,3,0.001
450,0.1542398756640721,4,0.001
450,0.1534054685245708,5,0.001
450,0.15756714197113214,6,0.001
450,0.15480895727240995,7,0.001
450,0.15687155697941427,8,0.001
450,0.15690584290478987,9,0.001
475,0.15392460397510682,0,0.001
475,0.15555552589494065,1,0.001
475,0.15603663073563845,2,0.001
475,0.15390781183330496,3,0.001
475,0.15769657249744182,4,0.001
475,0.15494744539637295,5,0.001
475,0.15581542276142069,6,0.001
475,0.1529405065730905,7,0.001
475,0.15548320094294277,8,0.001
475,0.15333288353477753,9,0.001
500,0.1553914125364223,0,0.001
500,0.1524597505923546,1,0.001
500,0.15370789096190937,2,0.001
500,0.15245692005130704,3,0.001
500,0.15215102023839341,4,0.001
500,0.15472884985026306,5,0.001
500,0.1551203070387048,6,0.001
500,0.15385515108594885,7,0.001
500,0.1530446372449667,8,0.001
500,0.15308158720262377,9,0.001
0,0.8579022608006744,0,0.01
0,0.8579590850957137,1,0.01
0,0.8578489979452659,2,0.01
0,0.857943956120698,3,0.01
0,0.8579402901283174,4,0.01
0,0.8579361165633625,5,0.01
0,0.8579366576507766,6,0.01
0,0.8579518209340269,7,0.01
0,0.8578890271175119,8,0.01
0,0.8579340717440973,9,0.01
25,0.8579597319350758,0,0.01
25,0.8579131771061937,1,0.01
25,0.8579231270281837,2,0.01
25,0.8579603425649894,3,0.01
25,0.8579535817400878,4,0.01
25,0.857928344325152,5,0.01
25,0.8579087688546835,6,0.01
25,0.8578873812150766,7,0.01
25,0.8579430577378429,8,0.01
25,0.8578878458947025,9,0.01
50,0.857987712483562,0,0.01
50,0.8579053510530061,1,0.01
50,0.8579767071897191,2,0.01
50,0.8579067837517812,3,0.01
50,0.8580052389835852,4,0.01
50,0.8579025402768803,5,0.01
50,0.8578759739562081,6,0.01
50,0.8579061369185431,7,0.01
50,0.8579359896608312,8,0.01
50,0.8578466794309548,9,0.01
75,0.8577704821159737,0,0.01
75,0.8579674694943814,1,0.01
75,0.8579932623277954,2,0.01
75,0.8579268661978847,3,0.01
75,0.8579558572077027,4,0.01
75,0.8579741741832682,5,0.01
75,0.8578952141445129,6,0.01
75,0.8579023567218137,7,0.01
75,0.8579525248152898,8,0.01
75,0.8579058763871122,9,0.01
100,0.8579068992903807,0,0.01
100,0.8578920699706769,1,0.01
100,0.8579312180456922,2,0.01
100,0.8579201812982558,3,0.01
100,0.8579180018898946,4,0.01
100,0.8578368049873387,5,0.01
100,0.8579143572166712,6,0.01
100,0.8579706567495632,7,0.01
100,0.8579375486951746,8,0.01
100,0.8579228254360415,9,0.01
125,0.8578628545088203,0,0.01
125,0.8579205683368907,1,0.01
125,0.8579125822655267,2,0.01
125,0.857940209694732,3,0.01
125,0.8579080612333616,4,0.01
125,0.8579173550679376,5,0.01
125,0.8578195557973594,6,0.01
125,0.8578337463031864,7,0.01
125,0.857881679746567,8,0.01
125,0.8579226244459542,9,0.01
150,0.8578606000807483,0,0.01
150,0.8578991700169964,1,0.01
150,0.857840127141206,2,0.01
150,0.8579412989619253,3,0.01
150,0.857898902047672,4,0.01
150,0.8578755968386323,5,0.01
150,0.8578853945350551,6,0.01
150,0.857859450420638,7,0.01
150,0.8578147433503566,8,0.01
150,0.8579004930617983,9,0.01
175,0.857587217589384,0,0.01
175,0.8579549392810382,1,0.01
175,0.8577105671771441,2,0.01
175,0.8579059826559032,3,0.01
175,0.8577712216692139,4,0.01
175,0.857804184630368,5,0.01
175,0.8576080374206307,6,0.01
175,0.8578934199351356,7,0.01
175,0.8577919654206351,8,0.01
175,0.8577616763344977,9,0.01
200,0.8577559155810515,0,0.01
200,0.8578410257777282,1,0.01
200,0.8577139611310513,2,0.01
200,0.8576599531702517,3,0.01
200,0.8575546982112615,4,0.01
200,0.8572301344074671,5,0.01
200,0.8577746146667928,6,0.01
200,0.857395217127766,7,0.01
200,0.8576303590212742,8,0.01
200,0.857772339115374,9,0.01
225,0.8575961202765308,0,0.01
225,0.8577461428447308,1,0.01
225,0.857811884004555,2,0.01
225,0.8577364885744954,3,0.01
225,0.8577334910109008,4,0.01
225,0.8576361063675918,5,0.01
225,0.8577045419399598,6,0.01
225,0.8578649858712774,7,0.01
225,0.8576695423358731,8,0.01
225,0.8575120512706836,9,0.01
250,0.8574967863524995,0,0.01
250,0.8571315154572351,1,0.01
250,0.8574806676593204,2,0.01
250,0.8576303050938068,3,0.01
250,0.8575506956932002,4,0.01
250,0.8575185429852425,5,0.01
250,0.8565269118865386,6,0.01
250,0.8577385677235914,7,0.01
250,0.8578338973893468,8,0.01
250,0.8574596974373215,9,0.01
275,0.8574917980614912,0,0.01
275,0.8569065176379129,1,0.01
275,0.8565295306418195,2,0.01
275,0.8575632815669739,3,0.01
275,0.8576259583282055,4,0.01
275,0.8569387885246059,5,0.01
275,0.8574719401908758,6,0.01
275,0.8573278985043773,7,0.01
275,0.8571431871155554,8,0.01
275,0.8571581718714723,9,0.01
300,0.8568557141399169,0,0.01
300,0.8570065754334318,1,0.01
300,0.8566206918760748,2,0.01
300,0.8574708953009221,3,0.01
300,0.8571066859917104,4,0.01
300,0.8571780702935308,5,0.01
300,0.8570699408309199,6,0.01
300,0.8571490690527411,7,0.01
300,0.8570705749729061,8,0.01
300,0.8571744805302114,9,0.01
325,0.8554598476985228,0,0.01
325,0.8554796148436623,1,0.01
325,0.8562428399426675,2,0.01
325,0.8559061292824447,3,0.01
325,0.8568441794748899,4,0.01
325,0.8571445732461098,5,0.01
325,0.8569059836858933,6,0.01
325,0.8560524637842297,7,0.01
325,0.8568086431074943,8,0.01
325,0.8551423849183272,9,0.01
350,0.8545952301594866,0,0.01
350,0.856543635989954,1,0.01
350,0.8550084701760716,2,0.01
350,0.8563604468661539,3,0.01
350,0.8571051812874146,4,0.01
350,0.8556653547014412,5,0.01
350,0.8564926488819358,6,0.01
350,0.8554845865642776,7,0.01
350,0.8558048246518455,8,0.01
350,0.8561631569993889,9,0.01
375,0.8562691558168689,0,0.01
375,0.8544855609012654,1,0.01
375,0.8550151732601183,2,0.01
375,0.8544579911436155,3,0.01
375,0.8513810066875438,4,0.01
375,0.8550827312853055,5,0.01
375,0.8559999328340138,6,0.01
375,0.8564855101479977,7,0.01
375,0.8561455796500694,8,0.01
375,0.8543136263801447,9,0.01
400,0.8540963540993048,0,0.01
400,0.8482479964985418,1,0.01
400,0.8502340812416492,2,0.01
400,0.8514870956032623,3,0.01
400,0.8549465815761131,4,0.01
400,0.8543411700452153,5,0.01
400,0.8546143388595904,6,0.01
400,0.8565523230192849,7,0.01
400,0.8543980743643298,8,0.01
400,0.8545439736740821,9,0.01
425,0.853652374363088,0,0.01
425,0.8537387829864482,1,0.01
425,0.8548150510705117,2,0.01
425,0.8461702209856088,3,0.01
425,0.8506778428484877,4,0.01
425,0.8549556574658398,5,0.01
425,0.8505757185927075,6,0.01
425,0.8526809289104537,7,0.01
425,0.853130740500074,8,0.01
425,0.8555066933249962,9,0.01
450,0.854947712002648,0,0.01
450,0.8491135539344896,1,0.01
450,0.8491231815164951,2,0.01
450,0.8459722468224864,3,0.01
450,0.8523433216657699,4,0.01
450,0.8428083500668658,5,0.01
450,0.853650136921849,6,0.01
450,0.8482918588046511,7,0.01
450,0.8504043959538807,8,0.01
450,0.8490011623837105,9,0.01
475,0.84298685157689,0,0.01
475,0.8406799046110252,1,0.01
475,0.8408680732475662,2,0.01
475,0.8432288732497029,3,0.01
475,0.8329604615306366,4,0.01
475,0.8442452808213585,5,0.01
475,0.8511763597302259,6,0.01
475,0.8482741687907132,7,0.01
475,0.8499072840367551,8,0.01
475,0.8142544406734693,9,0.01
500,0.8528095020825491,0,0.01
500,0.7517959108412804,1,0.01
500,0.74271776008757,2,0.01
500,0.8468979367893326,3,0.01
500,0.8044867103861211,4,0.01
500,0.8476883268253526,5,0.01
500,0.8210781901053675,6,0.01
500,0.8297911451448462,7,0.01
500,0.8410970602680714,8,0.01
500,0.8176894418384885,9,0.01
0,0.857867734010644,0,0.1
0,0.8579303249461715,1,0.1
0,0.8578936843331364,2,0.1
0,0.8578936535941302,3,0.1
0,0.8579521468219666,4,0.1
0,0.8579000446818156,5,0.1
0,0.8578932059422716,6,0.1
0,0.8578449535062164,7,0.1
0,0.8578514904657052,8,0.1
0,0.8578642120528319,9,0.1
25,0.8579417065996501,0,0.1
25,0.8578779573709501,1,0.1
25,0.8579240697718405,2,0.1
25,0.8579237119303863,3,0.1
25,0.8578783007785195,4,0.1
25,0.8579006521987466,5,0.1
25,0.8579483785111687,6,0.1
25,0.8579119651100505,7,0.1
25,0.8578913625802986,8,0.1
25,0.8579316004817352,9,0.1
50,0.8578851893857299,0,0.1
50,0.8579428891903924,1,0.1
50,0.8579511640375855,2,0.1
50,0.8579548458490276,3,0.1
50,0.8578798457179,4,0.1
50,0.8579097692205798,5,0.1
50,0.8579225451163204,6,0.1
50,0.857944721971514,7,0.1
50,0.8579454426568526,8,0.1
50,0.8579655229395335,9,0.1
75,0.8578991657030437,0,0.1
75,0.8578720092340619,1,0.1
75,0.8579260087593832,2,0.1
75,0.8578879532234476,3,0.1
75,0.8579524659841822,4,0.1
75,0.8579474995151527,5,0.1
75,0.8579503598825527,6,0.1
75,0.8579490922997921,7,0.1
75,0.8579764168016376,8,0.1
75,0.8579586341983985,9,0.1
100,0.8579176951928227,0,0.1
100,0.8579492291212871,1,0.1
100,0.8578938497152273,2,0.1
100,0.8579069930464854,3,0.1
100,0.857853078277244,4,0.1
100,0.8579829053455187,5,0.1
100,0.8579462011081311,6,0.1
100,0.857965521963866,7,0.1
100,0.8578808649952112,8,0.1
100,0.8579263734066578,9,0.1
125,0.8579326726328447,0,0.1
125,0.8577876068891666,1,0.1
125,0.8578896470222298,2,0.1
125,0.8579050703581019,3,0.1
125,0.8579009377031731,4,0.1
125,0.8578170325127727,5,0.1
125,0.8578958742251693,6,0.1
125,0.857919527609237,7,0.1
125,0.8579335428654197,8,0.1
125,0.8579583879611254,9,0.1
150,0.8578855830960992,0,0.1
150,0.8579336841878141,1,0.1
150,0.8579841331483135,2,0.1
150,0.8578620002849928,3,0.1
150,0.8579264187573081,4,0.1
150,0.8578904521177969,5,0.1
150,0.8579397139007565,6,0.1
150,0.8579483137267812,7,0.1
150,0.8579742572966358,8,0.1
150,0.8578963607111411,9,0.1
175,0.8578484595896889,0,0.1
175,0.857916933891254,1,0.1
175,0.8578622572246325,2,0.1
175,0.8579602293371135,3,0.1
175,0.8579356383841023,4,0.1
175,0.8578346207860552,5,0.1
175,0.8578888716801704,6,0.1
175,0.8579335754173237,7,0.1
175,0.85786864563995,8,0.1
175,0.8579398758817097,9,0.1
200,0.8578523116054748,0,0.1
200,0.8578612174408985,1,0.1
200,0.8578743972792691,2,0.1
200,0.8579224812242798,3,0.1
200,0.8578581751137616,4,0.1
200,0.8578903418589867,5,0.1
200,0.8577893521348293,6,0.1
200,0.8579206777907025,7,0.1
200,0.8579164868521297,8,0.1
200,0.8579453276836059,9,0.1
225,0.8579163751702694,0,0.1
225,0.8578103695097401,1,0.1
225,0.8578534463994676,2,0.1
225,0.8578847711531319,3,0.1
225,0.8578899853297041,4,0.1
225,0.8578484593916221,5,0.1
225,0.8578526894748657,6,0.1
225,0.8579426061651033,7,0.1
225,0.8578448048571298,8,0.1
225,0.8579055372870491,9,0.1
250,0.857935017911131,0,0.1
250,0.8578328836232517,1,0.1
250,0.8577557292988212,2,0.1
250,0.857833912173756,3,0.1
250,0.8578353698316671,4,0.1
250,0.857896092326989,5,0.1
250,0.8578643419898603,6,0.1
250,0.8578701745730001,7,0.1
250,0.8578932765376344,8,0.1
250,0.8578571963089245,9,0.1
275,0.8578854246900143,0,0.1
275,0.8578597340145028,1,0.1
275,0.8579825732159824,2,0.1
275,0.8579558735635907,3,0.1
275,0.8578435658609113,4,0.1
275,0.8578618231273654,5,0.1
275,0.8578840429245004,6,0.1
275,0.8577977635276105,7,0.1
275,0.8577956947880521,8,0.1
275,0.8578206692659098,9,0.1
300,0.8578619336466111,0,0.1
300,0.8578742245016698,1,0.1
300,0.8578445521047702,2,0.1
300,0.8578618471591812,3,0.1
300,0.8578141632394652,4,0.1
300,0.8578333391473322,5,0.1
300,0.8578192389626281,6,0.1
300,0.8577637833379822,7,0.1
300,0.8578148063971086,8,0.1
300,0.8577045664684735,9,0.1
325,0.8577876899765873,0,0.1
325,0.8578088059388816,1,0.1
325,0.857838765948513,2,0.1
325,0.857784918202344,3,0.1
325,0.8576413128716213,4,0.1
325,0.8577707320438296,5,0.1
325,0.8578241073387153,6,0.1
325,0.8576663923745912,7,0.1
325,0.8579264194491716,8,0.1
325,0.8577330088174473,9,0.1
350,0.8576938355786228,0,0.1
350,0.8577844811642142,1,0.1
350,0.8577739951931803,2,0.1
350,0.8578462753964631,3,0.1
350,0.8577659280585753,4,0.1
350,0.8577915297273919,5,0.1
350,0.8577475253009808,6,0.1
350,0.8577842796020059,7,0.1
350,0.8577659580965322,8,0.1
350,0.8577654895132696,9,0.1
375,0.8577300338552051,0,0.1
375,0.8576996903463531,1,0.1
375,0.8576979165676534,2,0.1
375,0.8577769640161621,3,0.1
375,0.857771033313328,4,0.1
375,0.8578234351537541,5,0.1
375,0.8577638603597934,6,0.1
375,0.8577714501054704,7,0.1
375,0.8576172163087123,8,0.1
375,0.8577493345299004,9,0.1
400,0.8577914854466877,0,0.1
400,0.8577215408125582,1,0.1
400,0.8576658053545744,2,0.1
400,0.8577388027914538,3,0.1
400,0.8576492547986224,4,0.1
400,0.8577758652111502,5,0.1
400,0.8576970308609015,6,0.1
400,0.8576949742825374,7,0.1
400,0.8576764836431495,8,0.1
400,0.857731749324153,9,0.1
425,0.8577311232995142,0,0.1
425,0.8577080800352861,1,0.1
425,0.8577877624114395,2,0.1
425,0.857634989747542,3,0.1
425,0.8576578991441913,4,0.1
425,0.8577814836589598,5,0.1
425,0.8576896061477576,6,0.1
425,0.8577292226769457,7,0.1
425,0.8577170035660042,8,0.1
425,0.8576736546966268,9,0.1
450,0.8575517941955523,0,0.1
450,0.8574348157173393,1,0.1
450,0.8576042855227721,2,0.1
450,0.8575508581523172,3,0.1
450,0.8576980400205371,4,0.1
450,0.857646680409461,5,0.1
450,0.8575313973999785,6,0.1
450,0.8576848475444198,7,0.1
450,0.8576712265676655,8,0.1
450,0.8577140624016012,9,0.1
475,0.8575997324005898,0,0.1
475,0.8576899653421566,1,0.1
475,0.8575850786191695,2,0.1
475,0.8575156821651416,3,0.1
475,0.8576004496129132,4,0.1
475,0.8574219491094992,5,0.1
475,0.8574051770051433,6,0.1
475,0.8575570355428693,7,0.1
475,0.8576727856655061,8,0.1
475,0.8577329752062332,9,0.1
500,0.8574739367679431,0,0.1
500,0.8576472103089305,1,0.1
500,0.8576378033141662,2,0.1
500,0.8577228274158399,3,0.1
500,0.8574440858068041,4,0.1
500,0.8575079568890291,5,0.1
500,0.8577024449656732,6,0.1
500,0.8574710873061333,7,0.1
500,0.857547580471581,8,0.1
500,0.8574717555608662,9,0.1
0,0.8578685032782294,0,0.2
0,0.8579672944946973,1,0.2
0,0.8579520859331577,2,0.2
0,0.8579018548009878,3,0.2
0,0.8579252084095182,4,0.2
0,0.8579005308776979,5,0.2
0,0.8579321374345689,6,0.2
0,0.8579164528844274,7,0.2
0,0.8579626240379398,8,0.2
0,0.8579263687774747,9,0.2
25,0.857914424161581,0,0.2
25,0.8579184350508179,1,0.2
25,0.8579333958867644,2,0.2
25,0.8578542628275403,3,0.2
25,0.8578504652288285,4,0.2
25,0.8579274885193703,5,0.2
25,0.8579435126541857,6,0.2
25,0.8579849899194486,7,0.2
25,0.858005417007613,8,0.2
25,0.8579446477198959,9,0.2
50,0.8578014431055246,0,0.2
50,0.8579115544268697,1,0.2
50,0.8579513394471019,2,0.2
50,0.8579688519764169,3,0.2
50,0.8579118008565689,4,0.2
50,0.8578443090502613,5,0.2
50,0.8578844415217489,6,0.2
50,0.857896645096466,7,0.2
50,0.8580459408139598,8,0.2
50,0.8579045880030038,9,0.2
75,0.8579091355814156,0,0.2
75,0.857787284286974,1,0.2
75,0.8579707586745868,2,0.2
75,0.8578754562087462,3,0.2
75,0.8579102288515208,4,0.2
75,0.8578903075328627,5,0.2
75,0.8578523359260912,6,0.2
75,0.857913984345844,7,0.2
75,0.8580425849842532,8,0.2
75,0.8578940376433927,9,0.2
100,0.8580240196577905,0,0.2
100,0.8580115427499946,1,0.2
100,0.8580036537451394,2,0.2
100,0.8579116770486477,3,0.2
100,0.8578626884627463,4,0.2
100,0.8578552545635986,5,0.2
100,0.8578946025855069,6,0.2
100,0.857779830122176,7,0.2
100,0.8579413304804662,8,0.2
100,0.8579690736780863,9,0.2
125,0.8579763533964639,0,0.2
125,0.858039299056757,1,0.2
125,0.8578016151171265,2,0.2
125,0.85792693455553,3,0.2
125,0.8578748031908009,4,0.2
125,0.8578365209085416,5,0.2
125,0.8578900082238862,6,0.2
125,0.8578322453719873,7,0.2
125,0.857881651002409,8,0.2
125,0.8579697266510673,9,0.2
150,0.8579000522291373,0,0.2
150,0.8578943128614083,1,0.2
150,0.8578573058457345,2,0.2
150,0.8579980276207572,3,0.2
150,0.8579422911165174,4,0.2
150,0.857930688137842,5,0.2
150,0.8578989494429698,6,0.2
150,0.857932627970673,7,0.2
150,0.8579606725331984,8,0.2
150,0.8579757665807988,9,0.2
175,0.8578285327828611,0,0.2
175,0.8577564852786987,1,0.2
175,0.8579398587498325,2,0.2
175,0.8579275163948714,3,0.2
175,0.8579539940082852,4,0.2
175,0.8580273697411473,5,0.2
175,0.8579156143713614,6,0.2
175,0.8578788590087695,7,0.2
175,0.8579781463636137,8,0.2
175,0.8578909996875818,9,0.2
200,0.8578350844155568,0,0.2
200,0.8578566494907931,1,0.2
200,0.8578952583235248,2,0.2
200,0.857872207958229,3,0.2
200,0.8578107156599446,4,0.2
200,0.8579610069907022,5,0.2
200,0.8578598286295946,6,0.2
200,0.8578094683291335,7,0.2
200,0.8578994294896007,8,0.2
200,0.8579443258369633,9,0.2
225,0.8578988708211541,0,0.2
225,0.8578840783481292,1,0.2
225,0.85773116359165,2,0.2
225,0.8580675491304137,3,0.2
225,0.8579750889178211,4,0.2
225,0.8578940936814223,5,0.2
225,0.8579330019054839,6,0.2
225,0.857922564553603,7,0.2
225,0.8579448593825353,8,0.2
225,0.857826654320709,9,0.2
250,0.8579627077733878,0,0.2
250,0.8579380026340767,1,0.2
250,0.8578501003581848,2,0.2
250,0.8576993623446286,3,0.2
250,0.857921853668936,4,0.2
250,0.8578753437160864,5,0.2
250,0.8579650772689862,6,0.2
250,0.8580101782377114,7,0.2
250,0.8580217256363766,8,0.2
250,0.8578618017474503,9,0.2
275,0.8579336264132768,0,0.2
275,0.8579638105299019,1,0.2
275,0.8578528006435894,2,0.2
275,0.8579064629581348,3,0.2
275,0.8578807840359194,4,0.2
275,0.8578471899909668,5,0.2
275,0.8579003088324342,6,0.2
275,0.8579455898203595,7,0.2
275,0.8580047290935184,8,0.2
275,0.8578994942045284,9,0.2
300,0.8579995424122692,0,0.2
300,0.8579677957794213,1,0.2
300,0.8579291717774294,2,0.2
300,0.8579293057573377,3,0.2
300,0.8578915616478991,4,0.2
300,0.8578154364752637,5,0.2
300,0.8578017950219018,6,0.2
300,0.8578665994529123,7,0.2
300,0.857852732024703,8,0.2
300,0.8578213183441178,9,0.2
325,0.8578024520941685,0,0.2
325,0.8576791717620414,1,0.2
325,0.8577990667960476,2,0.2
325,0.8578233522690739,3,0.2
325,0.8577913190960199,4,0.2
325,0.8578357964375355,5,0.2
325,0.8577773263343412,6,0.2
325,0.8579437868182092,7,0.2
325,0.8577583763418525,8,0.2
325,0.8578343926008872,9,0.2
350,0.8578447037211495,0,0.2
350,0.8579058965384985,1,0.2
350,0.8577449802917563,2,0.2
350,0.8576962477642682,3,0.2
350,0.8577978480772428,4,0.2
350,0.8578153361331616,5,0.2
350,0.8576105377536625,6,0.2
350,0.8576953835544336,7,0.2
350,0.8576872623437708,8,0.2
350,0.857875927464539,9,0.2
375,0.8578064151036584,0,0.2
375,0.8576781715165319,1,0.2
375,0.8578148812925644,2,0.2
375,0.8577690865779797,3,0.2
375,0.8579046991375617,4,0.2
375,0.8577056963562476,5,0.2
375,0.8579572268341018,6,0.2
375,0.8576610399186628,7,0.2
375,0.8577739019885675,8,0.2
375,0.8578645336700107,9,0.2
400,0.8580258833792077,0,0.2
400,0.8578848787008948,1,0.2
400,0.8577914644807949,2,0.2
400,0.8576994103304194,3,0.2
400,0.8575935772139677,4,0.2
400,0.8578180230639759,5,0.2
400,0.8577051208637414,6,0.2
400,0.857821260033237,7,0.2
400,0.8576980255790791,8,0.2
400,0.8577111405784288,9,0.2
425,0.8576395336577731,0,0.2
425,0.857742136225127,1,0.2
425,0.8578268855302204,2,0.2
425,0.8577914341372774,3,0.2
425,0.8576083466622714,4,0.2
425,0.8577532015278402,5,0.2
425,0.857912357968041,6,0.2
425,0.8577123741436891,7,0.2
425,0.8577436188279909,8,0.2
425,0.8576210198155801,9,0.2
450,0.8576466737303126,0,0.2
450,0.8577799867276111,1,0.2
450,0.8577586097800572,2,0.2
450,0.8577114277205704,3,0.2
450,0.8578460543093006,4,0.2
450,0.8576592623644487,5,0.2
450,0.857800122917942,6,0.2
450,0.8577374345038171,7,0.2
450,0.8577007138407592,8,0.2
450,0.8577056833152763,9,0.2
475,0.8575911172365688,0,0.2
475,0.857756951956719,1,0.2
475,0.8575225220216912,2,0.2
475,0.8577953147300982,3,0.2
475,0.857775466526391,4,0.2
475,0.8577497385466648,5,0.2
475,0.8578311467664925,6,0.2
475,0.8578789803045169,7,0.2
475,0.8576343977015646,8,0.2
475,0.857751294186961,9,0.2
500,0.8577711760205771,0,0.2
500,0.857767523062721,1,0.2
500,0.8577822936347984,2,0.2
500,0.8577543087525378,3,0.2
500,0.857630398556599,4,0.2
500,0.8574320217196656,5,0.2
500,0.8576934850912591,6,0.2
500,0.8575814121160706,7,0.2
500,0.8576805610739108,8,0.2
500,0.857695614203428,9,0.2
0,0.8577994272687739,0,0.5
0,0.8577942298619502,1,0.5
0,0.8578741202280499,2,0.5
0,0.8577589209746435,3,0.5
0,0.858025677562354,4,0.5
0,0.8581232042840627,5,0.5
0,0.8578713414644236,6,0.5
0,0.8580057231375603,7,0.5
0,0.8578186537364922,8,0.5
0,0.858003992788958,9,0.5
25,0.8581505362128431,0,0.5
25,0.857800415105707,1,0.5
25,0.8581876767365455,2,0.5
25,0.8575712893923066,3,0.5
25,0.8581564141282614,4,0.5
25,0.8580057964257592,5,0.5
25,0.858011568042572,6,0.5
25,0.8580740884760487,7,0.5
25,0.8579787703603657,8,0.5
25,0.8580001234124461,9,0.5
50,0.8578885003437556,0,0.5
50,0.8577234070301956,1,0.5
50,0.857837336401398,2,0.5
50,0.8576372957364353,3,0.5
50,0.8578333421592664,4,0.5
50,0.8578573609849708,5,0.5
50,0.8578906101556287,6,0.5
50,0.857835664232008,7,0.5
50,0.8577549386722714,8,0.5
50,0.8578921115861037,9,0.5
75,0.8580052863717917,0,0.5
75,0.857771774506218,1,0.5
75,0.8581237355519489,2,0.5
75,0.8581576019361016,3,0.5
75,0.8578443768080661,4,0.5
75,0.8577730772268696,5,0.5
75,0.8578367892968839,6,0.5
75,0.8578107447491478,7,0.5
75,0.8577394844944107,8,0.5
75,0.8575217916115871,9,0.5
100,0.8579184620173724,0,0.5
100,0.857780158094892,1,0.5
100,0.8581456049060395,2,0.5
100,0.8580277413046381,3,0.5
100,0.8577836673577445,4,0.5
100,0.8580550593047737,5,0.5
100,0.8577492693888639,6,0.5
100,0.8581859276496151,7,0.5
100,0.8578798379489824,8,0.5
100,0.8575430136476673,9,0.5
125,0.8579694450325508,0,0.5
125,0.8580289665446537,1,0.5
125,0.8575811440463428,2,0.5
125,0.8574773343142857,3,0.5
125,0.857948075806211,4,0.5
125,0.8578897674438402,5,0.5
125,0.8579829222438737,6,0.5
125,0.8580490472993745,7,0.5
125,0.8576860570891456,8,0.5
125,0.8581720625983661,9,0.5
150,0.8576976199500619,0,0.5
150,0.857691558632035,1,0.5
150,0.8579103343135409,2,0.5
150,0.8578832128755995,3,0.5
150,0.8578600422993308,4,0.5
150,0.8579007386805365,5,0.5
150,0.8580868223537825,6,0.5
150,0.8580619701463726,7,0.5
150,0.8579472682941988,8,0.5
150,0.8577817007864018,9,0.5
175,0.8578688803128071,0,0.5
175,0.857403475730111,1,0.5
175,0.8579462638657605,2,0.5
175,0.857947457125026,3,0.5
175,0.8578915110239055,4,0.5
175,0.8578073647412907,5,0.5
175,0.8579866625948837,6,0.5
175,0.8579831391721204,7,0.5
175,0.8577430412671462,8,0.5
175,0.8579661079912935,9,0.5
200,0.8579372527887857,0,0.5
200,0.85793317375528,1,0.5
200,0.8579650455043518,2,0.5
200,0.8580005332488879,3,0.5
200,0.857899490679458,4,0.5
200,0.8581113976833825,5,0.5
200,0.8580580338006162,6,0.5
200,0.8578460884017409,7,0.5
200,0.8580531743784616,8,0.5
200,0.8580785941613538,9,0.5
225,0.8579436597229299,0,0.5
225,0.8579762933260298,1,0.5
225,0.8578665105498436,2,0.5
225,0.8581044424389194,3,0.5
225,0.857826416574193,4,0.5
225,0.8577117493069669,5,0.5
225,0.8579225436068879,6,0.5
225,0.8579469461751661,7,0.5
225,0.8581898979372881,8,0.5
225,0.8579408533716357,9,0.5
250,0.8578259892011988,0,0.5
250,0.8576821500464527,1,0.5
250,0.8580821909935085,2,0.5
250,0.8577321415811742,3,0.5
250,0.8582139201741222,4,0.5
250,0.8580022235213102,5,0.5
250,0.8578082890589483,6,0.5
250,0.8577740051845056,7,0.5
250,0.8578835446792694,8,0.5
250,0.85754604512014,9,0.5
275,0.8580411779775721,0,0.5
275,0.8579384202823056,1,0.5
275,0.8580385568066519,2,0.5
275,0.8582264372659142,3,0.5
275,0.8581892434447217,4,0.5
275,0.8578455135419516,5,0.5
275,0.8581553721820713,6,0.5
275,0.8574136445050915,7,0.5
275,0.8570805033995902,8,0.5
275,0.8579578504384271,9,0.5
300,0.8579217164116618,0,0.5
300,0.8577845287806246,1,0.5
300,0.8579361732892267,2,0.5
300,0.8580436019674403,3,0.5
300,0.8577823466681461,4,0.5
300,0.8579171627816617,5,0.5
300,0.8579653737881082,6,0.5
300,0.8578426195562464,7,0.5
300,0.8572973749524745,8,0.5
300,0.8580145849298302,9,0.5
325,0.8577971702550378,0,0.5
325,0.8576241329203526,1,0.5
325,0.8577704203707569,2,0.5
325,0.8576792144595022,3,0.5
325,0.8575656712303962,4,0.5
325,0.8578556903883487,5,0.5
325,0.8578932207610077,6,0.5
325,0.8577110233042885,7,0.5
325,0.8580641924460712,8,0.5
325,0.857745847204418,9,0.5
